feature,importance
person_age,0.045084481935471696
person_income,0.1413324874228068
person_home_ownership,0.05968152120371371
person_emp_length,0.07272867045536252
loan_intent,0.10819950138851864
loan_grade,0.22297107984063225
loan_amnt,0.03443163665354388
loan_int_rate,0.028719980856509637
loan_percent_income,0.0009489793674024924
cb_person_default_on_file,0.02141098540526187
cb_person_cred_hist_length,0.05664311529686194
